RobotControl_4.43.0
50;111;3;3
50;119;3;3
50;148;3;3
50;171;3;3
50;203;3;3
50;208;3;3
50;209;3;3
50;241;3;3
50;259;3;1
50;260;3;3
50;261;3;3
50;262;3;3
50;263;3;3
50;264;3;3
50;265;3;3
50;266;3;3
50;267;3;3
50;268;3;3
50;269;3;3
50;270;3;3
50;271;3;3
50;272;3;3
50;273;3;3
50;274;3;3
50;275;3;1
50;280;3;3
50;281;3;3
50;290;3;3
50;292;3;3
50;295;3;3
50;1000;3;1
50;1010;3;1
50;1011;3;1
50;1012;3;1
50;1013;3;1
50;1051;3;1
50;1060;3;1
50;1070;3;1
50;1101;3;1
50;1102;3;1
50;1103;3;1
50;1104;3;1
50;1105;3;1
50;1106;3;1
50;1107;3;1
50;1109;3;1
50;1110;3;1
50;1111;3;1
50;1112;3;1
50;1113;3;1
50;1114;3;1
50;1115;3;1
50;1116;3;1
50;1117;3;1
50;1118;3;1
50;1119;3;1
50;1120;3;1
50;1121;3;1
50;1122;3;1
50;1123;3;1
50;1124;3;1
50;1125;3;1
50;1126;3;1
50;1127;3;1
50;1128;3;1
50;1129;3;1
50;1130;3;1
50;1131;3;1
50;1132;3;1
50;1133;3;1
50;1134;3;1
50;1135;3;1
50;1136;3;1
50;1137;3;1
50;1138;3;1
50;1139;3;1
50;1140;3;1
50;1141;3;1
50;1142;3;1
50;1143;3;1
50;1144;3;1
50;1145;3;1
50;1146;3;1
50;1147;3;1
50;1149;3;1
50;1150;3;1
50;1151;3;1
50;1152;3;1
50;1153;3;1
50;1154;3;1
50;1155;3;1
50;1156;3;1
50;1157;3;1
50;1158;3;1
50;1159;3;1
50;1160;3;1
50;1161;3;1
50;1165;3;1
50;1166;3;1
50;1167;3;1
50;1168;3;1
50;1169;3;1
50;1170;3;1
50;1171;3;1
50;1172;3;1
50;1173;3;1
50;1174;3;1
50;1175;3;1
50;1176;3;1
50;1179;3;1
50;1180;3;1
50;1181;3;1
50;1182;3;1
50;1183;3;1
50;1184;3;1
50;1185;3;1
50;1186;3;1
50;1187;3;1
50;1188;3;1
50;1189;3;1
50;1190;3;1
50;1191;3;1
50;1192;3;1
50;1194;3;1
50;1195;3;1
50;1196;3;1
50;1197;3;1
50;1198;3;1
50;1199;3;1
50;1200;3;1
50;1201;3;1
50;1202;3;1
50;1205;3;1
50;1206;3;1
50;1209;3;1
50;1210;3;1
50;1211;3;1
50;1212;3;1
50;1213;3;1
50;1214;3;1
50;1215;3;1
50;1216;3;1
50;1217;3;1
50;1218;3;1
50;1219;3;1
50;1220;3;1
50;1221;3;1
50;1222;3;1
50;1223;3;1
50;1225;3;1
50;1226;3;1
50;1227;3;1
50;1228;3;1
50;1230;3;1
50;1231;3;1
50;1232;3;1
50;1233;3;1
50;1234;3;1
50;1235;3;1
50;1236;3;1
50;1237;3;1
50;1238;3;1
50;1239;3;1
50;1240;3;1
50;1242;3;1
50;1245;3;1
50;1247;3;1
50;1248;3;1
50;1250;3;1
50;1251;3;1
50;1254;3;1
50;1255;3;1
50;1256;3;1
50;1257;3;1
50;1260;3;1
50;1261;3;1
50;1262;3;1
50;1263;3;1
50;1265;3;1
50;1266;3;1
50;1267;3;1
50;1268;3;1
50;1269;3;1
50;1270;3;1
50;1271;3;1
50;1273;3;1
50;1274;3;1
50;1275;3;1
50;1278;3;1
50;1279;3;1
50;1280;3;1
50;1281;3;1
50;1282;3;1
50;1283;3;1
50;1284;3;1
50;1285;3;1
50;1286;3;1
50;1287;3;1
50;1288;3;1
50;1289;3;1
50;1290;3;1
50;1291;3;1
50;1293;3;1
50;1294;3;1
50;1295;3;1
50;1296;3;1
50;1297;3;1
50;1298;3;1
50;1299;3;1
50;1300;3;1
50;1301;3;1
50;1302;3;1
50;1305;3;1
50;1306;3;1
50;1310;3;1
50;1311;3;1
50;1312;3;1
50;1313;3;1
50;1320;3;1
50;1321;3;1
50;1322;3;1
50;1330;3;1
50;1331;3;1
50;1332;3;1
50;1340;3;1
50;1341;3;1
50;1342;3;1
50;1343;3;1
50;1344;3;1
50;1345;3;1
50;1350;3;1
50;1351;3;1
50;1352;3;1
50;1360;3;1
50;1361;3;1
50;1362;3;1
50;1363;3;1
50;1364;3;1
50;1365;3;1
50;1366;3;1
50;1367;3;1
50;1368;3;1
50;1369;3;1
50;1370;3;1
50;1371;3;1
50;1390;3;1
50;1391;3;1
50;1392;3;1
50;1400;3;1
50;1401;3;1
50;1402;3;1
50;1403;3;1
50;1404;3;1
50;1405;3;1
50;1406;3;1
50;1408;3;1
50;1409;3;1
50;1410;3;1
50;1411;3;1
50;1412;3;1
50;1413;3;1
50;1414;3;1
50;1415;3;1
50;1416;3;1
50;1417;3;1
50;1418;3;1
50;1419;3;1
50;1420;3;1
50;1421;3;1
50;1422;3;1
50;1430;3;1
50;1431;3;1
50;1432;3;1
50;1433;3;1
50;1435;3;1
50;1436;3;1
50;1437;3;1
50;1438;3;1
50;1439;3;1
50;1440;3;1
50;1441;3;1
50;1442;3;1
50;1443;3;1
50;1444;3;1
50;1445;3;1
50;1446;3;1
50;1447;3;1
50;1448;3;1
50;1449;3;1
50;1450;3;1
50;1451;3;1
50;1452;3;1
50;1453;3;1
50;1454;3;1
50;1460;3;1
50;1461;3;1
50;1462;3;1
50;1470;3;1
50;1471;3;1
50;1472;3;1
50;1473;3;1
50;1480;3;1
50;1490;3;1
50;1491;3;1
50;1495;3;1
50;1496;3;1
50;1497;3;1
50;1498;3;1
50;1499;3;1
50;1501;3;1
50;1502;3;1
50;1503;3;1
50;1504;3;1
50;1505;3;1
50;1506;3;1
50;1507;3;1
50;1508;3;1
50;1520;3;1
50;1531;3;1
50;1532;3;1
50;1550;3;1
50;1551;3;1
50;1552;3;1
50;1553;3;1
50;1554;3;1
50;1555;3;1
50;1556;3;1
50;1557;3;1
50;1558;3;1
50;1559;3;1
50;1560;3;1
50;1561;3;1
50;1600;3;1
50;1601;3;1
50;1602;3;1
50;1603;3;1
50;1604;3;1
50;1605;3;1
50;1606;3;1
50;1650;3;1
50;1651;3;1
50;1652;3;1
50;1653;3;1
50;1654;3;1
50;1655;3;1
50;1660;3;1
50;1661;3;1
50;1662;3;1
50;1663;3;1
50;1664;3;1
50;1665;3;1
50;1670;3;1
50;1671;3;1
50;1672;3;1
50;1673;3;1
50;1680;3;1
50;1699;3;1
50;1710;3;1
50;1711;3;1
50;1712;3;1
50;1750;3;1
50;1780;3;1
50;1781;3;1
50;1782;3;1
50;1783;3;1
50;1784;3;1
50;1785;3;1
50;1786;3;1
50;1787;3;1
50;1790;3;1
50;1791;3;1
50;1792;3;1
50;1795;3;1
50;1801;3;1
50;1810;3;1
50;1811;3;1
50;1820;3;1
50;1830;3;1
50;1831;3;1
50;1832;3;1
50;1840;3;1
50;1850;3;1
50;1851;3;1
50;1860;3;1
50;1861;3;1
50;1862;3;1
50;1863;3;1
50;1870;3;1
50;1871;3;1
50;1872;3;1
50;1873;3;1
50;1900;3;1
50;1902;3;1
50;1903;3;1
50;1950;3;1
50;1951;3;1
50;1980;3;1
50;1985;3;1
50;1990;3;1
50;1999;3;1
50;2101;3;1
50;2102;3;1
50;2103;3;1
50;2104;3;1
50;2105;3;1
50;2109;3;1
50;2110;3;1
50;2111;3;1
50;2150;3;1
50;2230;3;1
50;2231;3;1
50;2304;3;1
50;2305;3;1
50;2306;3;1
50;2310;3;1
50;2311;3;1
50;2313;3;1
50;2314;3;1
50;2315;3;1
50;2316;3;1
50;2317;3;1
50;2318;3;1
50;2319;3;1
50;2320;3;1
50;2321;3;1
50;2322;3;1
50;2323;3;1
50;2324;3;1
50;2325;3;1
50;2326;3;1
50;2327;3;1
50;2328;3;1
50;2329;3;1
50;2330;3;1
50;2331;3;1
50;2332;3;1
50;2333;3;1
50;2334;3;1
50;2335;3;1
50;2336;3;1
50;2337;3;1
50;2338;3;1
50;2339;3;1
50;2340;3;1
50;2341;3;1
50;2342;3;1
50;2343;3;1
50;2344;3;1
50;2345;3;1
50;2346;3;1
50;2347;3;1
50;2348;3;1
50;2349;3;1
50;2350;3;1
50;2351;3;1
50;2352;3;1
50;2353;3;1
50;2354;3;1
50;2355;3;1
50;2356;3;1
50;2357;3;1
50;2358;3;1
50;2359;3;1
50;2360;3;1
50;2361;3;1
50;2362;3;1
50;2363;3;1
50;2364;3;1
50;2365;3;1
50;2366;3;1
50;2367;3;1
50;2368;3;1
50;2369;3;1
50;2370;3;1
50;2371;3;1
50;2372;3;1
50;2373;3;1
50;2374;3;1
50;2375;3;1
50;2376;3;1
50;2377;3;1
50;2378;3;1
50;2379;3;1
50;2380;3;1
50;2381;3;1
50;2382;3;1
50;2383;3;1
50;2385;3;1
50;2386;3;1
50;2387;3;1
50;2388;3;1
50;2389;3;1
50;2391;3;1
50;2392;3;1
50;2393;3;1
50;2394;3;1
50;2395;3;1
50;2396;3;1
50;2397;3;1
50;2398;3;1
50;2399;3;1
50;2400;3;1
50;2405;3;1
50;2406;3;1
50;2407;3;1
50;2408;3;1
50;2409;3;1
50;2410;3;1
50;2411;3;1
50;2412;3;1
50;2413;3;1
50;2415;3;1
50;2416;3;1
50;2417;3;1
50;2418;3;1
50;2419;3;1
50;2420;3;1
50;2421;3;1
50;2422;3;1
50;2423;3;1
50;2424;3;1
50;2430;3;1
50;2431;3;1
50;2432;3;1
50;2433;3;1
50;2434;3;1
50;2435;3;1
50;2436;3;1
50;2437;3;1
50;2440;3;1
50;2441;3;1
50;2442;3;1
50;2443;3;1
50;2444;3;1
50;2450;3;1
50;2455;3;1
50;2460;3;1
50;2480;3;1
50;2481;3;1
50;2501;3;1
50;2510;3;1
50;2520;3;1
50;2530;3;1
50;2531;3;1
50;2540;3;1
50;2541;3;1
50;2550;3;1
50;2551;3;1
50;2557;3;1
50;2558;3;1
50;2559;3;1
50;2560;3;1
50;2561;3;1
50;2562;3;1
50;2563;3;1
50;2564;3;1
50;2565;3;1
50;2566;3;1
50;2567;3;1
50;2568;3;1
50;2569;3;1
50;2570;3;1
50;2571;3;1
50;2572;3;1
50;2573;3;1
50;2575;3;1
50;2576;3;1
50;2577;3;1
50;2578;3;1
50;2579;3;1
50;2580;3;1
50;2581;3;1
50;2583;3;1
50;2584;3;1
50;2585;3;1
50;2586;3;1
50;2587;3;1
50;2588;3;1
50;2589;3;1
50;2590;3;1
50;2591;3;1
50;2592;3;1
50;2593;3;1
50;2594;3;1
50;2595;3;1
50;2596;3;1
50;2597;3;1
50;2601;3;1
50;2610;3;1
50;2611;3;1
50;2620;3;1
50;2621;3;1
50;2622;3;1
50;2623;3;1
50;2630;3;1
50;2650;3;1
50;2651;3;1
50;2660;3;1
50;2661;3;1
50;2670;3;1
50;2671;3;1
50;2680;3;1
50;2701;3;1
50;2702;3;1
50;2703;3;1
50;2704;3;1
50;2720;3;1
50;2721;3;1
50;2758;3;1
50;2759;3;1
50;2760;3;1
50;2780;3;1
50;2800;3;1
50;2801;3;1
50;2802;3;1
50;2803;3;1
50;2804;3;1
50;2805;3;1
50;2806;3;1
50;2807;3;1
50;2808;3;1
50;2809;3;1
50;2850;3;1
50;2851;3;1
50;2860;3;1
